     0       0       -0.0000 
     0       1        0.0045 
     0       2        0.0177 
     0       3        0.0396 
     0       4        0.0699 
     0       5        0.1083 
     0       6        0.1548 
     0       7        0.2091 
     0       8        0.2709 
     0       9        0.3402 
     0      10        0.4167 
     0      11        0.5001 
     0      12        0.5904 
     0      13        0.6873 
     0      14        0.7905 
     0      15        0.9000 
     0      16        1.0155 
     0      17        1.1367 
     0      18        1.2636 
     0      19        1.3959 
     0      20        1.5333 
     0      21        1.6758 
     0      22        1.8231 
     0      23        1.9749 
     0      24        2.1312 
     0      25        2.2917 
     0      26        2.4561 
     0      27        2.6244 
     0      28        2.7963 
     0      29        2.9715 
     0      30        3.1500 
     0      31        3.3315 
     0      32        3.5157 
     0      33        3.7026 
     0      34        3.8919 
     0      35        4.0833 
     0      36        4.2768 
     0      37        4.4721 
     0      38        4.6689 
     0      39        4.8672 
     0      40        5.0667 
     0      41        5.2671 
     0      42        5.4684 
     0      43        5.6703 
     0      44        5.8725 
     0      45        6.0750 
     0      46        6.2775 
     0      47        6.4797 
     0      48        6.6816 
     0      49        6.8829 
     0      50        7.0833 
     0      51        7.2828 
     0      52        7.4811 
     0      53        7.6779 
     0      54        7.8732 
     0      55        8.0667 
     0      56        8.2581 
     0      57        8.4474 
     0      58        8.6343 
     0      59        8.8185 
     0      60        9.0000 
     0      61        9.1785 
     0      62        9.3537 
     0      63        9.5256 
     0      64        9.6939 
     0      65        9.8583 
     0      66       10.0188 
     0      67       10.1751 
     0      68       10.3269 
     0      69       10.4742 
     0      70       10.6167 
     0      71       10.7541 
     0      72       10.8864 
     0      73       11.0133 
     0      74       11.1345 
     0      75       11.2500 
     0      76       11.3595 
     0      77       11.4627 
     0      78       11.5596 
     0      79       11.6499 
     0      80       11.7333 
     0      81       11.8098 
     0      82       11.8791 
     0      83       11.9409 
     0      84       11.9952 
     0      85       12.0417 
     0      86       12.0801 
     0      87       12.1104 
     0      88       12.1323 
     0      89       12.1455 
     0      90       12.1500 
     1       0       -0.0000 
     1       1        0.0045 
     1       2        0.0178 
     1       3        0.0396 
     1       4        0.0699 
     1       5        0.1084 
     1       6        0.1548 
     1       7        0.2091 
     1       8        0.2710 
     1       9        0.3402 
     1      10        0.4167 
     1      11        0.5002 
     1      12        0.5904 
     1      13        0.6873 
     1      14        0.7906 
     1      15        0.9000 
     1      16        1.0155 
     1      17        1.1368 
     1      18        1.2637 
     1      19        1.3959 
     1      20        1.5334 
     1      21        1.6759 
     1      22        1.8231 
     1      23        1.9750 
     1      24        2.1313 
     1      25        2.2917 
     1      26        2.4562 
     1      27        2.6245 
     1      28        2.7964 
     1      29        2.9716 
     1      30        3.1501 
     1      31        3.3316 
     1      32        3.5158 
     1      33        3.7027 
     1      34        3.8920 
     1      35        4.0834 
     1      36        4.2769 
     1      37        4.4722 
     1      38        4.6690 
     1      39        4.8673 
     1      40        5.0668 
     1      41        5.2672 
     1      42        5.4685 
     1      43        5.6704 
     1      44        5.8726 
     1      45        6.0751 
     1      46        6.2776 
     1      47        6.4798 
     1      48        6.6817 
     1      49        6.8830 
     1      50        7.0834 
     1      51        7.2829 
     1      52        7.4812 
     1      53        7.6780 
     1      54        7.8733 
     1      55        8.0668 
     1      56        8.2582 
     1      57        8.4475 
     1      58        8.6343 
     1      59        8.8186 
     1      60        9.0001 
     1      61        9.1785 
     1      62        9.3538 
     1      63        9.5257 
     1      64        9.6939 
     1      65        9.8584 
     1      66       10.0188 
     1      67       10.1751 
     1      68       10.3270 
     1      69       10.4742 
     1      70       10.6167 
     1      71       10.7542 
     1      72       10.8864 
     1      73       11.0133 
     1      74       11.1345 
     1      75       11.2500 
     1      76       11.3595 
     1      77       11.4627 
     1      78       11.5596 
     1      79       11.6499 
     1      80       11.7333 
     1      81       11.8098 
     1      82       11.8791 
     1      83       11.9409 
     1      84       11.9952 
     1      85       12.0417 
     1      86       12.0801 
     1      87       12.1104 
     1      88       12.1322 
     1      89       12.1455 
     1      90       12.1500 
     2       0       -0.0000 
     2       1        0.0045 
     2       2        0.0178 
     2       3        0.0396 
     2       4        0.0699 
     2       5        0.1084 
     2       6        0.1548 
     2       7        0.2091 
     2       8        0.2710 
     2       9        0.3403 
     2      10        0.4167 
     2      11        0.5002 
     2      12        0.5905 
     2      13        0.6873 
     2      14        0.7906 
     2      15        0.9001 
     2      16        1.0156 
     2      17        1.1368 
     2      18        1.2637 
     2      19        1.3960 
     2      20        1.5335 
     2      21        1.6759 
     2      22        1.8232 
     2      23        1.9751 
     2      24        2.1313 
     2      25        2.2918 
     2      26        2.4563 
     2      27        2.6246 
     2      28        2.7964 
     2      29        2.9717 
     2      30        3.1502 
     2      31        3.3317 
     2      32        3.5159 
     2      33        3.7028 
     2      34        3.8921 
     2      35        4.0835 
     2      36        4.2770 
     2      37        4.4723 
     2      38        4.6691 
     2      39        4.8674 
     2      40        5.0669 
     2      41        5.2674 
     2      42        5.4686 
     2      43        5.6705 
     2      44        5.8727 
     2      45        6.0752 
     2      46        6.2777 
     2      47        6.4799 
     2      48        6.6818 
     2      49        6.8831 
     2      50        7.0835 
     2      51        7.2830 
     2      52        7.4813 
     2      53        7.6781 
     2      54        7.8734 
     2      55        8.0668 
     2      56        8.2583 
     2      57        8.4476 
     2      58        8.6344 
     2      59        8.8187 
     2      60        9.0001 
     2      61        9.1786 
     2      62        9.3539 
     2      63        9.5257 
     2      64        9.6940 
     2      65        9.8584 
     2      66       10.0189 
     2      67       10.1752 
     2      68       10.3270 
     2      69       10.4743 
     2      70       10.6167 
     2      71       10.7542 
     2      72       10.8864 
     2      73       11.0133 
     2      74       11.1346 
     2      75       11.2500 
     2      76       11.3595 
     2      77       11.4627 
     2      78       11.5596 
     2      79       11.6499 
     2      80       11.7333 
     2      81       11.8098 
     2      82       11.8790 
     2      83       11.9409 
     2      84       11.9952 
     2      85       12.0416 
     2      86       12.0801 
     2      87       12.1104 
     2      88       12.1322 
     2      89       12.1455 
     2      90       12.1500 
     3       0       -0.0000 
     3       1        0.0045 
     3       2        0.0178 
     3       3        0.0397 
     3       4        0.0699 
     3       5        0.1084 
     3       6        0.1549 
     3       7        0.2091 
     3       8        0.2710 
     3       9        0.3403 
     3      10        0.4168 
     3      11        0.5002 
     3      12        0.5905 
     3      13        0.6874 
     3      14        0.7907 
     3      15        0.9001 
     3      16        1.0156 
     3      17        1.1369 
     3      18        1.2638 
     3      19        1.3960 
     3      20        1.5335 
     3      21        1.6760 
     3      22        1.8233 
     3      23        1.9751 
     3      24        2.1314 
     3      25        2.2919 
     3      26        2.4564 
     3      27        2.6247 
     3      28        2.7965 
     3      29        2.9718 
     3      30        3.1503 
     3      31        3.3317 
     3      32        3.5160 
     3      33        3.7029 
     3      34        3.8922 
     3      35        4.0836 
     3      36        4.2771 
     3      37        4.4724 
     3      38        4.6693 
     3      39        4.8675 
     3      40        5.0670 
     3      41        5.2675 
     3      42        5.4687 
     3      43        5.6706 
     3      44        5.8729 
     3      45        6.0753 
     3      46        6.2778 
     3      47        6.4801 
     3      48        6.6819 
     3      49        6.8832 
     3      50        7.0836 
     3      51        7.2831 
     3      52        7.4814 
     3      53        7.6782 
     3      54        7.8735 
     3      55        8.0669 
     3      56        8.2584 
     3      57        8.4476 
     3      58        8.6345 
     3      59        8.8188 
     3      60        9.0002 
     3      61        9.1787 
     3      62        9.3539 
     3      63        9.5258 
     3      64        9.6940 
     3      65        9.8585 
     3      66       10.0189 
     3      67       10.1752 
     3      68       10.3271 
     3      69       10.4743 
     3      70       10.6168 
     3      71       10.7542 
     3      72       10.8865 
     3      73       11.0133 
     3      74       11.1346 
     3      75       11.2500 
     3      76       11.3595 
     3      77       11.4627 
     3      78       11.5596 
     3      79       11.6499 
     3      80       11.7333 
     3      81       11.8098 
     3      82       11.8790 
     3      83       11.9409 
     3      84       11.9952 
     3      85       12.0416 
     3      86       12.0801 
     3      87       12.1104 
     3      88       12.1322 
     3      89       12.1455 
     3      90       12.1500 
     4       0       -0.0000 
     4       1        0.0045 
     4       2        0.0178 
     4       3        0.0397 
     4       4        0.0699 
     4       5        0.1084 
     4       6        0.1549 
     4       7        0.2092 
     4       8        0.2710 
     4       9        0.3403 
     4      10        0.4168 
     4      11        0.5003 
     4      12        0.5905 
     4      13        0.6874 
     4      14        0.7907 
     4      15        0.9002 
     4      16        1.0157 
     4      17        1.1369 
     4      18        1.2638 
     4      19        1.3961 
     4      20        1.5336 
     4      21        1.6761 
     4      22        1.8233 
     4      23        1.9752 
     4      24        2.1315 
     4      25        2.2920 
     4      26        2.4565 
     4      27        2.6247 
     4      28        2.7966 
     4      29        2.9719 
     4      30        3.1504 
     4      31        3.3318 
     4      32        3.5161 
     4      33        3.7030 
     4      34        3.8923 
     4      35        4.0837 
     4      36        4.2772 
     4      37        4.4725 
     4      38        4.6694 
     4      39        4.8676 
     4      40        5.0671 
     4      41        5.2676 
     4      42        5.4688 
     4      43        5.6707 
     4      44        5.8730 
